Id,Age,Gender,Education Level,Job Title,Years of Experience,Salary
5102,26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
5103,28,Female,Master's Degree,Marketing Manager,7,110000
5104,34,Male,PhD,Director of Marketing,12,170000
5105,31,Male,Bachelor's Degree,Sales Director,9,140000
5106,24,Female,High School,Sales Associate,1,30000
5107,29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
5108,27,Female,Master's Degree,Content Marketing Manager,4,80000
5109,33,Male,PhD,Sales Director,10,155000
5110,21,Female,High School,Junior Sales Representative,0,25000
5111,36,Male,Bachelor's Degree,Sales Manager,11,160000
5112,25,Female,Bachelor's Degree,Marketing Manager,3,65000
5113,30,Male,Master's Degree,Financial Manager,7,120000
5114,28,Female,PhD,Director of Marketing,6,105000
5115,26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
5116,28,Female,Master's Degree,Marketing Manager,7,110000
5117,34,Male,PhD,Director of Marketing,12,170000
5118,31,Male,Bachelor's Degree,Sales Director,9,140000
5119,24,Female,High School,Sales Associate,1,30000
5120,29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
5121,27,Female,Master's Degree,Content Marketing Manager,4,80000
5122,33,Male,PhD,Sales Director,10,155000
5123,21,Female,High School,Junior Sales Representative,0,25000
5124,36,Male,Bachelor's Degree,Sales Manager,11,160000
5125,23,Male,Bachelor's Degree,Software Engineer,1,60000
5126,39,Female,Master's Degree,Marketing Manager,12,150000
5127,28,Male,Bachelor's Degree,Financial Analyst,4,80000
5128,31,Female,PhD,Research Scientist,8,120000
5129,35,Male,Bachelor's Degree,Project Manager,10,130000
5130,27,Female,Bachelor's Degree,Graphic Designer,2,50000
5131,42,Male,Master's Degree,Senior Software Engineer,18,180000
5132,29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000
5133,33,Male,Bachelor's Degree,Marketing Manager,7,110000
5134,24,Female,High School,Sales Associate,0,25000
5135,30,Male,Master's Degree,Financial Analyst,6,100000
5136,26,Female,Bachelor's Degree,Social Media Manager,3,55000
5137,32,Male,PhD,Data Scientist,9,140000
5138,22,Female,High School,Receptionist,0,25000
5139,37,Male,Bachelor's Degree,Product Manager,12,150000
5140,38,Female,Master's Degree,Marketing Director,14,170000
5141,25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5142,29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5143,27,Male,Bachelor's Degree,Product Designer,3,60000
5144,34,Female,PhD,Research Director,10,150000
5145,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5146,31,Female,Master's Degree,Financial Manager,7,120000
5147,25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5148,29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5149,27,Male,Bachelor's Degree,Product Designer,3,60000
5150,34,Female,PhD,Research Director,10,150000
5151,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5152,31,Female,Master's Degree,Financial Manager,7,120000
5153,23,Male,Bachelor's Degree,Software Engineer,1,60000
5154,39,Female,Master's Degree,Marketing Manager,12,150000
5155,28,Male,Bachelor's Degree,Financial Analyst,4,80000
5156,31,Female,PhD,Research Scientist,8,120000
5157,35,Male,Bachelor's Degree,Project Manager,10,130000
5158,27,Female,Bachelor's Degree,Graphic Designer,2,50000
5159,42,Male,Master's Degree,Senior Software Engineer,18,180000
5160,29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000
5161,33,Male,Bachelor's Degree,Marketing Manager,7,110000
5162,24,Female,High School,Sales Associate,0,25000
5163,30,Male,Master's Degree,Financial Analyst,6,100000
5164,26,Female,Bachelor's Degree,Social Media Manager,3,55000
5165,32,Male,PhD,Data Scientist,9,140000
5166,22,Female,High School,Receptionist,0,25000
5167,37,Male,Bachelor's Degree,Product Manager,12,150000
5168,38,Female,Master's Degree,Marketing Director,14,170000
5169,25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5170,29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5171,27,Male,Bachelor's Degree,Product Designer,3,60000
5172,34,Female,PhD,Research Director,10,150000
5173,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5174,31,Female,Master's Degree,Financial Manager,7,120000
5175,25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5176,29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5177,27,Male,Bachelor's Degree,Product Designer,3,60000
5178,34,Female,PhD,Research Director,10,150000
5179,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5180,31,Female,Master's Degree,Financial Manager,7,120000
5181,23,Male,Bachelor's Degree,Software Engineer,1,60000
5182,39,Female,Master's Degree,Marketing Manager,12,150000
5183,28,Male,Bachelor's Degree,Financial Analyst,4,80000
5184,31,Female,PhD,Research Scientist,8,120000
5185,35,Male,Bachelor's Degree,Project Manager,10,130000
5186,27,Female,Bachelor's Degree,Graphic Designer,2,50000
5187,42,Male,Master's Degree,Senior Software Engineer,18,180000
5188,29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000
5189,33,Male,Bachelor's Degree,Marketing Manager,7,110000
5190,24,Female,High School,Sales Associate,0,25000
5191,30,Male,Master's Degree,Financial Analyst,6,100000
5192,26,Female,Bachelor's Degree,Social Media Manager,3,55000
5193,32,Male,PhD,Data Scientist,9,140000
5194,22,Female,High School,Receptionist,0,25000
5195,37,Male,Bachelor's Degree,Product Manager,12,150000
5196,38,Female,Master's Degree,Marketing Director,14,170000
5197,25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5198,29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5199,27,Male,Bachelor's Degree,Product Designer,3,60000
5200,34,Female,PhD,Research Director,10,150000
5201,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5202,31,Female,Master's Degree,Financial Manager,7,120000
5203,25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5204,29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5205,27,Male,Bachelor's Degree,Product Designer,3,60000
5206,34,Female,PhD,Research Director,10,150000
5207,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5208,31,Female,Master's Degree,Financial Manager,7,120000
5209,23,Male,Bachelor's Degree,Software Engineer,1,60000
5210,39,Female,Master's Degree,Marketing Manager,12,150000
5211,28,Male,Bachelor's Degree,Financial Analyst,4,80000
5212,31,Female,PhD,Research Scientist,8,120000
5213,35,Male,Bachelor's Degree,Project Manager,10,130000
5214,27,Female,Bachelor's Degree,Graphic Designer,2,50000
5215,42,Male,Master's Degree,Senior Software Engineer,18,180000
5216,29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000
5217,33,Male,Bachelor's Degree,Marketing Manager,7,110000
5218,24,Female,High School,Sales Associate,0,25000
5219,30,Male,Master's Degree,Financial Analyst,6,100000
5220,26,Female,Bachelor's Degree,Social Media Manager,3,55000
5221,32,Male,PhD,Data Scientist,9,140000
5222,22,Female,High School,Receptionist,0,25000
5223,37,Male,Bachelor's Degree,Product Manager,12,150000
5224,38,Female,Master's Degree,Marketing Director,14,170000
5225,25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5226,29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5227,27,Male,Bachelor's Degree,Product Designer,3,60000
5228,34,Female,PhD,Research Director,10,150000
5229,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5230,31,Female,Master's Degree,Financial Manager,7,120000
5231,25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5232,29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5233,27,Male,Bachelor's Degree,Product Designer,3,60000
5234,34,Female,PhD,Research Director,10,150000
5235,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5236,31,Female,Master's Degree,Financial Manager,7,120000
5237,23,Male,Bachelor's Degree,Software Engineer,1,60000
5238,39,Female,Master's Degree,Marketing Manager,12,150000
5239,28,Male,Bachelor's Degree,Financial Analyst,4,80000
5240,31,Female,PhD,Research Scientist,8,120000
5241,35,Male,Bachelor's Degree,Project Manager,10,130000
5242,27,Female,Bachelor's Degree,Graphic Designer,2,50000
5243,42,Male,Master's Degree,Senior Software Engineer,18,180000
5244,29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000
5245,33,Male,Bachelor's Degree,Marketing Manager,7,110000
5246,24,Female,High School,Sales Associate,0,25000
5247,30,Male,Master's Degree,Financial Analyst,6,100000
5248,26,Female,Bachelor's Degree,Social M,,
5249,28,Male,Bachelor's Degree,Software Engineer,3,85000
5250,36,Female,Master's Degree,Marketing Director,11,160000
5251,25,Male,Bachelor's Degree,Financial Analyst,1,55000
5252,29,Female,PhD,Data Scientist,5,100000
5253,33,Male,Bachelor's Degree,Project Manager,8,120000
5254,27,Female,Bachelor's Degree,Graphic Designer,2,50000
5255,43,Male,Master's Degree,Senior Software Engineer,19,185000
5256,30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000
5257,34,Male,Bachelor's Degree,Marketing Manager,9,130000
5258,25,Female,High School,Sales Associate,0,25000
5259,31,Male,Master's Degree,Financial Analyst,6,100000
5260,27,Female,Bachelor's Degree,Social Media Manager,3,55000
5261,33,Male,PhD,Research Scientist,10,150000
5262,23,Female,High School,Receptionist,0,25000
5263,38,Male,Bachelor's Degree,Product Manager,13,160000
5264,39,Female,Master's Degree,Marketing Manager,14,170000
5265,26,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5266,30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5267,28,Male,Bachelor's Degree,Product Designer,3,60000
5268,35,Female,PhD,Research Director,11,160000
5269,27,Male,Bachelor's Degree,Marketing Analyst,2,50000
5270,32,Female,Master's Degree,Financial Manager,8,120000
5271,26,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5272,30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5273,28,Male,Bachelor's Degree,Product Designer,3,60000
5274,35,Female,PhD,Research Director,11,160000
5275,27,Male,Bachelor's Degree,Marketing Analyst,2,50000
5276,32,Female,Master's Degree,Financial Manager,8,120000
5277,28,Male,Bachelor's Degree,Software Engineer,3,85000
5278,36,Female,Master's Degree,Marketing Director,11,160000
5279,25,Male,Bachelor's Degree,Financial Analyst,1,55000
5280,29,Female,PhD,Data Scientist,5,100000
5281,33,Male,Bachelor's Degree,Project Manager,8,120000
5282,27,Female,Bachelor's Degree,Graphic Designer,2,50000
5283,43,Male,Master's Degree,Senior Software Engineer,19,185000
5284,30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000
5285,34,Male,Bachelor's Degree,Marketing Manager,9,130000
5286,25,Female,High School,Sales Associate,0,25000
5287,31,Male,Master's Degree,Financial Analyst,6,100000
5288,27,Female,Bachelor's Degree,Social Media Manager,3,55000
5289,33,Male,PhD,Research Scientist,10,150000
5290,23,Female,High School,Receptionist,0,25000
5291,38,Male,Bachelor's Degree,Product Manager,13,160000
5292,39,Female,Master's Degree,Marketing Manager,14,170000
5293,26,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5294,30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5295,28,Male,Bachelor's Degree,Product Designer,3,60000
5296,35,Female,PhD,Research Director,11,160000
5297,27,Male,Bachelor's Degree,Marketing Analyst,2,50000
5298,32,Female,Master's Degree,Financial Manager,8,120000
5299,26,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5300,30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5301,28,Male,Bachelor's Degree,Product Designer,3,60000
5302,35,Female,PhD,Research Director,11,160000
5303,27,Male,Bachelor's Degree,Marketing Analyst,2,50000
5304,32,Female,Master's Degree,Financial Manager,8,120000
5305,28,Male,Bachelor's Degree,Software Engineer,3,85000
5306,36,Female,Master's Degree,Marketing Director,11,160000
5307,25,Male,Bachelor's Degree,Financial Analyst,1,55000
5308,29,Female,PhD,Data Scientist,5,100000
5309,33,Male,Bachelor's Degree,Project Manager,8,120000
5310,27,Female,Bachelor's Degree,Graphic Designer,2,50000
5311,43,Male,Master's Degree,Senior Software Engineer,19,185000
5312,30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000
5313,34,Male,Bachelor's Degree,Marketing Manager,9,130000
5314,25,Female,High School,Sales Associate,0,25000
5315,31,Male,Master's Degree,Financial Analyst,6,100000
5316,27,Female,Bachelor's Degree,Social Media Manager,3,55000
5317,33,Male,PhD,Research Scientist,10,150000
5318,23,Female,High School,Receptionist,0,25000
5319,38,Male,Bachelor's Degree,Product Manager,13,160000
5320,39,Female,Master's Degree,Marketing Manager,14,170000
5321,26,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5322,30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5323,28,Male,Bachelor's Degree,Product Designer,3,60000
5324,35,Female,PhD,Research Director,11,160000
5325,27,Male,Bachelor's Degree,Marketing Analyst,2,50000
5326,32,Female,Master's Degree,Financial Manager,8,120000
5327,26,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5328,30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5329,28,Male,Bachelor's Degree,Product Designer,3,60000
5330,35,Female,PhD,Research Director,11,160000
5331,27,Male,Bachelor's Degree,Marketing Analyst,2,50000
5332,32,Female,Master's Degree,Financial Manager,8,120000
5333,28,Male,Bachelor's Degree,Software Engineer,3,85000
5334,36,Female,Master's Degree,Marketing Director,11,160000
5335,25,Male,Bachelor's Degree,Financial Analyst,1,55000
5336,29,Female,PhD,Data Scientist,5,100000
5337,33,Male,Bachelor's Degree,Project Manager,8,120000
5338,27,Female,Bachelor's Degree,Graphic Designer,2,50000
5339,43,Male,Master's Degree,Senior Software Engineer,19,185000
5340,30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000
5341,34,Male,Bachelor's Degree,Marketing Manager,9,130000
5342,25,Female,High School,Sales Associate,0,25000
5343,31,Male,Master's Degree,Financial Analyst,6,100000
5344,27,Female,Bachelor's Degree,Social Media Manager,3,55000
5345,33,Male,PhD,Research Scientist,10,150000
5346,23,Female,High School,Receptionist,0,25000
5347,38,Male,Bachelor's Degree,Product Manager,13,160000
5348,39,Female,Master's Degree,Marketing Manager,14,170000
5349,26,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5350,30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5351,28,Male,Bachelor's Degree,Product Designer,3,60000
5352,35,Female,PhD,Research Director,11,160000
5353,27,Male,Bachelor's Degree,Marketing Analyst,2,50000
5354,32,Female,Master's Degree,Financial Manager,8,120000
5355,26,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5356,30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5357,28,Male,Bachelor's Degree,Product Designer,3,60000
5358,35,Female,PhD,Research Director,11,160000
5359,27,Male,Bachelor's Degree,Marketing Analyst,2,50000
5360,32,Female,Master's Degree,Financial Manager,8,120000
5361,28,Male,Bachelor's Degree,Software Engineer,3,85000
5362,36,Female,Master's Degree,Marketing Director,11,160000
5363,25,Male,Bachelor's Degree,Financial Analyst,1,55000
5364,29,Female,PhD,Data Scientist,5,100000
5365,33,Male,Bachelor's Degree,Project Manager,8,120000
5366,27,Female,Bachelor's Degree,Graphic Designer,2,50000
5367,43,Male,Master's Degree,Senior Software Engineer,19,185000
5368,30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000
5369,34,Male,Bachelor's Degree,Marketing Manager,9,130000
5370,25,Female,High School,Sales Associate,0,25000
5371,31,Male,Master's Degree,Financial Analyst,6,100000
5372,27,Female,Bachelor's Degree,Social Media Manager,3,55000
5373,33,Male,PhD,Research Scientist,10,150000
5374,27,Male,Bachelor's Degree,Software Engineer,3,85000
5375,35,Female,Master's Degree,Marketing Director,11,160000
5376,24,Male,Bachelor's Degree,Financial Analyst,1,55000
5377,28,Female,PhD,Data Scientist,5,100000
5378,32,Male,Bachelor's Degree,Project Manager,8,120000
5379,26,Female,Bachelor's Degree,Graphic Designer,2,50000
5380,41,Male,Master's Degree,Senior Software Engineer,19,185000
5381,29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000
5382,33,Male,Bachelor's Degree,Marketing Manager,9,130000
5383,24,Female,High School,Sales Associate,0,25000
5384,30,Male,Master's Degree,Financial Analyst,6,100000
5385,26,Female,Bachelor's Degree,Social Media Manager,3,55000
5386,32,Male,PhD,Research Scientist,10,150000
5387,22,Female,High School,Receptionist,0,25000
5388,37,Male,Bachelor's Degree,Product Manager,13,160000
5389,38,Female,Master's Degree,Marketing Manager,14,170000
5390,27,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5391,31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5392,29,Male,Bachelor's Degree,Product Designer,3,60000
5393,34,Female,PhD,Research Director,11,160000
5394,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5395,31,Female,Master's Degree,Financial Manager,8,120000
5396,27,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5397,31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5398,29,Male,Bachelor's Degree,Product Designer,3,60000
5399,34,Female,PhD,Research Director,11,160000
5400,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5401,31,Female,Master's Degree,Financial Manager,8,120000
5402,27,Male,Bachelor's Degree,Software Engineer,3,85000
5403,35,Female,Master's Degree,Marketing Director,11,160000
5404,24,Male,Bachelor's Degree,Financial Analyst,1,55000
5405,28,Female,PhD,Data Scientist,5,100000
5406,32,Male,Bachelor's Degree,Project Manager,8,120000
5407,26,Female,Bachelor's Degree,Graphic Designer,2,50000
5408,41,Male,Master's Degree,Senior Software Engineer,19,185000
5409,29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000
5410,33,Male,Bachelor's Degree,Marketing Manager,9,130000
5411,24,Female,High School,Sales Associate,0,25000
5412,30,Male,Master's Degree,Financial Analyst,6,100000
5413,26,Female,Bachelor's Degree,Social Media Manager,3,55000
5414,32,Male,PhD,Research Scientist,10,150000
5415,22,Female,High School,Receptionist,0,25000
5416,37,Male,Bachelor's Degree,Product Manager,13,160000
5417,38,Female,Master's Degree,Marketing Manager,14,170000
5418,27,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5419,31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5420,29,Male,Bachelor's Degree,Product Designer,3,60000
5421,34,Female,PhD,Research Director,11,160000
5422,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5423,31,Female,Master's Degree,Financial Manager,8,120000
5424,27,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5425,31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5426,29,Male,Bachelor's Degree,Product Designer,3,60000
5427,34,Female,PhD,Research Director,11,160000
5428,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5429,31,Female,Master's Degree,Financial Manager,8,120000
5430,27,Male,Bachelor's Degree,Software Engineer,3,85000
5431,35,Female,Master's Degree,Marketing Director,11,160000
5432,24,Male,Bachelor's Degree,Financial Analyst,1,55000
5433,28,Female,PhD,Data Scientist,5,100000
5434,32,Male,Bachelor's Degree,Project Manager,8,120000
5435,26,Female,Bachelor's Degree,Graphic Designer,2,50000
5436,41,Male,Master's Degree,Senior Software Engineer,19,185000
5437,29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000
5438,33,Male,Bachelor's Degree,Marketing Manager,9,130000
5439,24,Female,High School,Sales Associate,0,25000
5440,30,Male,Master's Degree,Financial Analyst,6,100000
5441,26,Female,Bachelor's Degree,Social Media Manager,3,55000
5442,32,Male,PhD,Research Scientist,10,150000
5443,22,Female,High School,Receptionist,0,25000
5444,37,Male,Bachelor's Degree,Product Manager,13,160000
5445,38,Female,Master's Degree,Marketing Manager,14,170000
5446,27,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5447,31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5448,29,Male,Bachelor's Degree,Product Designer,3,60000
5449,34,Female,PhD,Research Director,11,160000
5450,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5451,31,Female,Master's Degree,Financial Manager,8,120000
5452,27,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5453,31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5454,29,Male,Bachelor's Degree,Product Designer,3,60000
5455,34,Female,PhD,Research Director,11,160000
5456,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5457,31,Female,Master's Degree,Financial Manager,8,120000
5458,27,Male,Bachelor's Degree,Software Engineer,3,85000
5459,35,Female,Master's Degree,Marketing Director,11,160000
5460,24,Male,Bachelor's Degree,Financial Analyst,1,55000
5461,28,Female,PhD,Data Scientist,5,100000
5462,32,Male,Bachelor's Degree,Project Manager,8,120000
5463,26,Female,Bachelor's Degree,Graphic Designer,2,50000
5464,41,Male,Master's Degree,Senior Software Engineer,19,185000
5465,29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000
5466,33,Male,Bachelor's Degree,Marketing Manager,9,130000
5467,24,Female,High School,Sales Associate,0,25000
5468,30,Male,Master's Degree,Financial Analyst,6,100000
5469,26,Female,Bachelor's Degree,Social Media Manager,3,55000
5470,32,Male,PhD,Research Scientist,10,150000
5471,22,Female,High School,Receptionist,0,25000
5472,37,Male,Bachelor's Degree,Product Manager,13,160000
5473,38,Female,Master's Degree,Marketing Manager,14,170000
5474,27,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5475,31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5476,29,Male,Bachelor's Degree,Product Designer,3,60000
5477,34,Female,PhD,Research Director,11,160000
5478,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5479,31,Female,Master's Degree,Financial Manager,8,120000
5480,27,Male,Bachelor's Degree,Junior Software Engineer,1,55000
5481,31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
5482,29,Male,Bachelor's Degree,Product Designer,3,60000
5483,34,Female,PhD,Research Director,11,160000
5484,26,Male,Bachelor's Degree,Marketing Analyst,2,50000
5485,31,Female,Master's Degree,Financial Manager,8,120000
5486,27,Male,Bachelor's Degree,Software Engineer,3,85000
5487,35,Female,Master's Degree,Marketing Director,11,160000
5488,24,Male,Bachelor's Degree,Financial Analyst,1,55000
5489,28,Female,PhD,Data Scientist,5,100000
5490,32,Male,Bachelor's Degree,Project Manager,8,120000
5491,26,Female,Bachelor's Degree,Graphic Designer,2,50000
5492,41,Male,Master's Degree,Senior Software Engineer,19,185000
5493,29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000
5494,33,Male,Bachelor's Degree,Marketing Manager,9,130000
5495,24,Female,High School,Sales Associate,0,25000
5496,30,Male,Master's Degree,Financial Analyst,6,100000
5497,26,Female,Bachelor's Degree,Social Media Man,7,100000
5498,31,Male,Bachelor's Degree,Software Engineer,7,120000
5499,26,Female,Bachelor's Degree,Graphic Designer,2,50000
5500,33,Male,Master's Degree,Marketing Manager,9,130000
5501,29,Female,High School,Customer Service Representative,3,35000
5502,36,Male,PhD,Research Scientist,13,160000
5503,27,Female,Bachelor's Degree,Marketing Coordinator,2,50000
5504,31,Male,Bachelor's Degree,Project Manager,6,100000
5505,28,Female,Master's Degree,Financial Analyst,4,80000
5506,25,Male,Bachelor's Degree,Software Engineer,1,60000
5507,30,Female,Bachelor's Degree,Sales Manager,5,90000
5508,34,Male,PhD,Research Director,11,170000
5509,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5510,32,Male,Bachelor's Degree,Product Manager,7,120000
5511,24,Female,High School,Receptionist,0,25000
5512,37,Male,Master's Degree,Marketing Director,14,180000
5513,39,Female,Bachelor's Degree,Financial Manager,16,200000
5514,26,Male,Bachelor's Degree,Product Designer,2,50000
5515,31,Female,PhD,Data Scientist,8,140000
5516,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5517,33,Female,Master's Degree,Marketing Manager,9,130000
5518,27,Male,Bachelor's Degree,Software Engineer,3,80000
5519,36,Female,PhD,Research Scientist,12,160000
5520,25,Male,Bachelor's Degree,Product Manager,1,55000
5521,30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
5522,34,Male,PhD,Research Director,11,170000
5523,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5524,32,Male,Bachelor's Degree,Product Manager,7,120000
5525,24,Female,High School,Receptionist,0,25000
5526,37,Male,Master's Degree,Marketing Director,14,180000
5527,39,Female,Bachelor's Degree,Financial Manager,16,200000
5528,26,Male,Bachelor's Degree,Product Designer,2,50000
5529,31,Female,PhD,Data Scientist,8,140000
5530,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5531,33,Female,Master's Degree,Marketing Manager,9,130000
5532,27,Male,Bachelor's Degree,Software Engineer,3,80000
5533,36,Female,PhD,Research Scientist,12,160000
5534,25,Male,Bachelor's Degree,Product Manager,1,55000
5535,30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
5536,34,Male,PhD,Research Director,11,170000
5537,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5538,32,Male,Bachelor's Degree,Product Manager,7,120000
5539,24,Female,High School,Receptionist,0,25000
5540,37,Male,Master's Degree,Marketing Director,14,180000
5541,39,Female,Bachelor's Degree,Financial Manager,16,200000
5542,26,Male,Bachelor's Degree,Product Designer,2,50000
5543,31,Female,PhD,Data Scientist,8,140000
5544,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5545,33,Female,Master's Degree,Marketing Manager,9,130000
5546,27,Male,Bachelor's Degree,Software Engineer,3,80000
5547,36,Female,PhD,Research Scientist,12,160000
5548,25,Male,Bachelor's Degree,Product Manager,1,55000
5549,30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
5550,34,Male,PhD,Research Director,11,170000
5551,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5552,32,Male,Bachelor's Degree,Product Manager,7,120000
5553,24,Female,High School,Receptionist,0,25000
5554,37,Male,Master's Degree,Marketing Director,14,180000
5555,39,Female,Bachelor's Degree,Financial Manager,16,200000
5556,26,Male,Bachelor's Degree,Product Designer,2,50000
5557,31,Female,PhD,Data Scientist,8,140000
5558,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5559,33,Female,Master's Degree,Marketing Manager,9,130000
5560,27,Male,Bachelor's Degree,Software Engineer,3,80000
5561,36,Female,PhD,Research Scientist,12,160000
5562,25,Male,Bachelor's Degree,Product Manager,1,55000
5563,30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
5564,34,Male,PhD,Research Director,11,170000
5565,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5566,32,Male,Bachelor's Degree,Product Manager,7,120000
5567,24,Female,High School,Receptionist,0,25000
5568,37,Male,Master's Degree,Marketing Director,14,180000
5569,39,Female,Bachelor's Degree,Financial Manager,16,200000
5570,26,Male,Bachelor's Degree,Product Designer,2,50000
5571,31,Female,PhD,Data Scientist,8,140000
5572,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5573,33,Female,Master's Degree,Marketing Manager,9,130000
5574,27,Male,Bachelor's Degree,Software Engineer,3,80000
5575,36,Female,PhD,Research Scientist,12,160000
5576,25,Male,Bachelor's Degree,Product Manager,1,55000
5577,30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
5578,34,Male,PhD,Research Director,11,170000
5579,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5580,32,Male,Bachelor's Degree,Product Manager,7,120000
5581,24,Female,High School,Receptionist,0,25000
5582,37,Male,Master's Degree,Marketing Director,14,180000
5583,39,Female,Bachelor's Degree,Financial Manager,16,200000
5584,26,Male,Bachelor's Degree,Product Designer,2,50000
5585,31,Female,PhD,Data Scientist,8,140000
5586,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5587,33,Female,Master's Degree,Marketing Manager,9,130000
5588,27,Male,Bachelor's Degree,Software Engineer,3,80000
5589,36,Female,PhD,Research Scientist,12,160000
